(9.99941712979706, 1.5000874356268032, 0.0)
(9.949461694500515, 1.5000874356268032, 0.9982759765444603)
(9.800094526807294, 1.5000874356268032, 1.9865775095174536)
(9.552808054082766, 1.5000874356268032, 2.9550298166905664)
(9.210073081020356, 1.5000874356268032, 3.8939564427382947)
(8.77531410217778, 1.5000874356268032, 4.7939759431810485)
(8.252875085559428, 1.5000874356268032, 5.646095620677297)
(7.647976069123965, 1.5000874356268032, 6.441801377082811)
(6.9666610038905885, 1.5000874356268032, 7.173142783504943)
(6.215737364778289, 1.5000874356268032, 7.83281251836005)
(5.402708132566727, 1.5000874356268032, 8.41421937971528)
(4.535696826592426, 1.5000874356268032, 8.911554142399533)
(3.6233663372288474, 1.5000874356268032, 9.319847601861078)
(2.6748323691493465, 1.5000874356268032, 9.63502022481685)
(1.6995723602193327, 1.5000874356268032, 9.853922910600497)
(0.7073307860699354, 1.5000874356268032, 9.97436845593527)
(-0.29197820348140086, 1.5000874356268032, 9.995153408746193)
(-1.288369843338713, 1.5000874356268032, 9.916070092655369)
(-2.271888517599833, 1.5000874356268032, 9.737908682015707)
(-3.2327072327795934, 1.5000874356268032, 9.46244930674999)
(-4.161225805880356, 1.5000874356268032, 9.092444265881108)
(-5.048166786247137, 1.5000874356268032, 8.631590527470015)
(-5.8846681527878175, 1.5000874356268032, 8.084492789732929)
(-6.66237186035851, 1.5000874356268032, 7.456617472418841)
(-7.373507350587835, 1.5000874356268032, 6.754238098150377)
(-8.010969192727565, 1.5000874356268032, 5.984372609459469)
(-8.568388078767905, 1.5000874356268032, 5.154713247825424)
(-9.040194463457725, 1.5000874356268032, 4.273549695340765)
(-9.421674213359664, 1.5000874356268032, 3.3496862469479742)
(-9.70901570891314, 1.5000874356268032, 2.392353840834739)
(-9.899347928877054, 1.5000874356268032, 1.4111178259509223)
(-9.99076913662499, 1.5000874356268032, 0.4157823882037407)
(-9.982365881668969, 1.5000874356268032, -0.5837074097269881)
(-9.874222126554761, 1.5000874356268032, -1.5773649961677414)
(-9.667418407935894, 1.5000874356268032, -2.5552620729743314)
(-9.36402104020859, 1.5000874356268032, -3.5076278158051033)
(-8.967061469581346, 1.5000874356268032, -4.424946500967952)
(-8.480505984866474, 1.5000874356268032, -5.298052583385972)
(-7.909216087633391, 1.5000874356268032, -6.1182222756941425)
(-7.258899917691916, 1.5000874356268032, -6.877260713438973)
(-6.536055219246163, 1.5000874356268032, -7.567583835455268)
(-5.747904417582306, 1.5000874356268032, -8.182294161298326)
(-4.902322454982558, 1.5000874356268032, -8.71524970858854)
(-4.007758106904977, 1.5000874356268032, -9.161125361669072)
(-3.0731495646118985, 1.5000874356268032, -9.515466078401234)
(-2.1078351277174034, 1.5000874356268032, -9.774731403472906)
(-1.1214598989844138, 1.5000874356268032, -9.936330843457695)
(-0.12387941364612769, 1.5000874356268032, -9.998649750168948)
(0.8749388338442207, 1.5000874356268032, -9.961065453690694)
(1.865014981723124, 1.5000874356268032, -9.823953483889628)
(2.836456516396638, 1.5000874356268032, -9.588683818244812)
(3.7795571151661833, 1.5000874356268032, -9.257607193485558)
(4.684893628596466, 1.5000874356268032, -8.834031617807076)
(5.543420233509751, 1.5000874356268032, -8.322189318346078)
(6.346558815860914, 1.5000874356268032, -7.727194454166207)
(7.086284680417417, 1.5000874356268032, -7.054992017271196)
(7.755206730861471, 1.5000874356268032, -6.312298432209917)
(8.346641319181277, 1.5000874356268032, -5.506534447782443)
(8.85467902647262, 1.5000874356268032, -4.6457509913710116)
(9.274243707899188, 1.5000874356268032, -3.7385487267349053)
(9.601143211853808, 1.5000874356268032, -2.7939921190211696)
(9.832111266551575, 1.5000874356268032, -1.8215188656251777)
(9.964840115537838, 1.5000874356268032, -0.8308455978379435)
(9.66119963839716, 1.5500167046413043, 0.0)
(9.612933881787733, 1.5500167046413043, 0.9645105688082893)
(9.468618867444947, 1.5500167046413043, 1.9193840668378515)
(9.229696543287918, 1.5500167046413043, 2.8550797137355888)
(8.898554142202403, 1.5500167046413043, 3.762248347897556)
(8.478500329598925, 1.5500167046413043, 4.63182584020129)
(7.973732144321683, 1.5500167046413043, 5.455123659787795)
(7.3892930632237945, 1.5500167046413043, 6.223915686989836)
(6.731022608413712, 1.5500167046413043, 6.93052040600047)
(6.005498000680615, 1.5500167046413043, 7.5678776560398076)
(5.219968442078424, 1.5500167046413043, 8.129619174147752)
(4.382282684295144, 1.5500167046413043, 8.610132224762427)
(3.5008106065204467, 1.5500167046413043, 9.004615680318588)
(2.5843595863795277, 1.5500167046413043, 9.30912799252721)
(1.642086499527205, 1.5500167046413043, 9.520626575023092)
(0.6834062271732363, 1.5500167046413043, 9.636998203882072)
(-0.2821024142985835, 1.5500167046413043, 9.657080132255937)
(-1.244792381697392, 1.5500167046413043, 9.58067170815458)
(-2.1950447950919347, 1.5500167046413043, 9.40853637929435)
(-3.1233650464792597, 1.5500167046413043, 9.142394064980849)
(-4.020477666769378, 1.5500167046413043, 8.784903971243743)
(-4.877419003206363, 1.5500167046413043, 8.33963802092914)
